INPUTDATE,"LINE_NO","TRAINDIAGRAMID"
20150331,"03/04","2015_4_13_20_11_22"
20150331,"05","2014_10_30_15_49_09"
20150331,"06","2014_10_30_15_53_39"
20150331,"07","2014_10_30_16_4_28"
20150331,"08","2014_10_30_16_13_21"
20150331,"09","2014_10_30_16_31_38"
20150331,"10","2015_4_2_10_29_29"
20150331,"11","2015_4_2_10_31_39"
20150331,"12","2014_10_30_20_1_20"
20150331,"13","2014_12_31_18_53_07"
20150331,"16","2015_4_2_10_39_56"
20150401,"01","2014_10_30_11_38_24"
20150401,"02","2014_11_28_18_44_23"
20150401,"03/04","2015_4_13_20_11_22"
20150401,"05","2014_10_30_15_49_09"
20150401,"06","2014_10_30_15_53_39"
20150401,"07","2014_10_30_16_4_28"
20150401,"08","2014_10_30_16_13_21"
20150401,"09","2014_10_30_16_31_38"
20150401,"10","2015_4_2_10_29_29"
20150401,"11","2015_4_2_10_31_39"
20150401,"12","2014_10_30_20_1_20"
20150401,"13","2014_12_31_18_53_07"
20150401,"16","2015_4_2_10_39_56"
20150402,"01","2014_10_30_11_38_24"
20150402,"02","2014_11_28_18_44_23"
20150402,"03/04","2015_4_13_20_11_22"
20150402,"05","2014_10_30_15_49_09"
20150402,"06","2014_10_30_15_53_39"
20150402,"07","2014_10_30_16_4_28"
20150402,"08","2014_10_30_16_13_21"
20150402,"09","2014_10_30_16_31_38"
20150402,"10","2015_4_2_10_29_29"
20150402,"11","2015_4_2_10_31_39"
20150402,"12","2014_10_30_20_1_20"
20150402,"13","2014_12_31_18_53_07"
20150402,"16","2015_4_2_10_39_56"
20150403,"01","2014_10_30_11_43_26"
20150403,"02","2014_10_30_15_9_26"
20150403,"03/04","2015_4_13_20_11_22"
20150403,"05","2014_10_30_15_49_09"
20150403,"06","2014_10_30_15_53_39"
20150403,"07","2014_10_30_16_4_28"
20150403,"08","2014_10_30_16_13_21"
20150403,"09","2014_10_30_16_31_38"
20150403,"10","2015_4_2_10_29_29"
20150403,"11","2015_4_2_10_31_39"
20150403,"12","2014_10_30_20_1_20"
20150403,"13","2014_12_31_18_53_07"
20150403,"16","2015_4_2_10_39_56"
20150404,"01","2014_10_30_11_40_25"
20150404,"02","2014_11_28_18_57_28"
20150404,"03/04","2015_4_13_20_1_21"
20150404,"05","2014_10_30_15_51_10"
20150404,"06","2014_10_30_15_56_40"
20150404,"07","2014_10_30_16_7_31"
20150404,"08","2014_10_30_16_16_22"
20150404,"09","2014_10_30_16_34_39"
20150404,"10","2015_4_2_10_28_24"
20150404,"11","2014_10_30_17_5_37"
20150404,"12","2014_10_30_20_0_19"
20150404,"13","2014_12_31_18_54_08"
20150404,"16","2015_4_2_10_38_53"
20150405,"01","2014_10_30_11_40_25"
20150405,"02","2014_11_28_18_57_28"
20150405,"03/04","2015_4_13_20_1_21"
20150405,"05","2014_10_30_15_51_10"
20150405,"06","2014_10_30_15_56_40"
20150405,"07","2014_10_30_16_7_31"
20150405,"08","2014_10_30_16_16_22"
20150405,"09","2014_10_30_16_34_39"
20150405,"10","2015_4_2_10_28_24"
20150405,"11","2014_10_30_17_5_37"
20150405,"12","2014_10_30_20_0_19"
20150405,"13","2014_12_31_18_54_08"
20150405,"16","2015_4_2_10_38_53"
20150406,"01","2014_10_30_11_40_25"
20150406,"02","2014_11_28_18_57_28"
20150406,"03/04","2015_4_13_20_1_21"
20150406,"05","2014_10_30_15_51_10"
20150406,"06","2014_10_30_15_56_40"
20150406,"07","2014_10_30_16_7_31"
20150406,"08","2014_10_30_16_16_22"
20150406,"09","2014_10_30_16_34_39"
20150406,"10","2015_4_2_10_28_24"
20150406,"11","2014_10_30_17_5_37"
20150406,"12","2014_10_30_20_0_19"
20150406,"13","2014_12_31_18_54_08"
20150406,"16","2015_4_2_10_38_53"
20150322,"01","2014_10_30_11_40_25"
20150322,"02","2014_10_30_15_6_25"
20150322,"03/04","2014_12_31_18_25_05"
20150322,"05","2014_10_30_15_51_10"
20150322,"06","2014_10_30_15_56_40"
20150322,"07","2014_10_30_16_7_31"
20150322,"08","2014_10_30_16_16_22"
20150322,"09","2014_10_30_16_34_39"
20150322,"10","2015_4_2_10_28_24"
20150322,"11","2014_10_30_17_3_36"
20150322,"12","2014_10_30_20_0_19"
20150322,"13","2014_12_31_18_54_08"
20150322,"16","2014_12_31_18_56_42"
20150321,"01","2014_10_30_11_40_25"
20150321,"02","2014_10_30_15_6_25"
20150321,"03/04","2014_12_31_18_25_05"
20150321,"05","2014_10_30_15_51_10"
20150321,"06","2014_10_30_15_56_40"
20150321,"07","2014_10_30_16_7_31"
20150321,"08","2014_10_30_16_16_22"
20150321,"09","2014_10_30_16_34_39"
20150321,"10","2015_4_2_10_28_24"
20150321,"11","2014_10_30_17_3_36"
20150321,"12","2014_10_30_20_0_19"
20150321,"13","2014_12_31_18_54_08"
20150321,"16","2014_12_31_18_56_42"
20150315,"01","2014_10_30_11_40_25"
20150315,"02","2014_10_30_15_6_25"
20150315,"03/04","2014_12_31_18_25_05"
20150315,"05","2014_10_30_15_51_10"
20150315,"06","2014_10_30_15_56_40"
20150315,"07","2014_10_30_16_7_31"
20150315,"08","2014_10_30_16_16_22"
20150315,"09","2014_10_30_16_34_39"
20150315,"10","2015_4_2_10_28_24"
20150315,"11","2014_10_30_17_3_36"
20150315,"12","2014_10_30_20_0_19"
20150315,"13","2014_12_31_18_54_08"
20150315,"16","2014_12_31_18_56_42"
20150314,"01","2014_10_30_11_40_25"
20150314,"02","2014_10_30_15_6_25"
20150314,"03/04","2014_12_31_18_25_05"
20150314,"05","2014_10_30_15_51_10"
20150314,"06","2014_10_30_15_56_40"
20150314,"07","2014_10_30_16_7_31"
20150314,"08","2014_10_30_16_16_22"
20150314,"09","2014_10_30_16_34_39"
20150314,"10","2015_4_2_10_28_24"
20150314,"11","2014_10_30_17_3_36"
20150314,"12","2014_10_30_20_0_19"
20150314,"13","2014_12_31_18_54_08"
20150314,"16","2014_12_31_18_56_42"
20150308,"01","2014_10_30_11_40_25"
20150308,"02","2014_10_30_15_6_25"
20150308,"03/04","2014_12_31_18_25_05"
20150308,"05","2014_10_30_15_51_10"
20150308,"06","2014_10_30_15_56_40"
20150308,"07","2014_10_30_16_7_31"
20150308,"08","2014_10_30_16_16_22"
20150308,"09","2014_10_30_16_34_39"
20150308,"10","2015_4_2_10_28_24"
20150308,"11","2014_10_30_17_3_36"
20150308,"12","2014_10_30_20_0_19"
20150308,"13","2014_12_31_18_54_08"
20150308,"16","2014_12_31_18_56_42"
20150307,"01","2014_10_30_11_40_25"
20150307,"02","2014_10_30_15_6_25"
20150307,"03/04","2014_12_31_18_25_05"
20150307,"05","2014_10_30_15_51_10"
20150307,"06","2014_10_30_15_56_40"
20150307,"07","2014_10_30_16_7_31"
20150307,"08","2014_10_30_16_16_22"
20150307,"09","2014_10_30_16_34_39"
20150307,"10","2015_4_2_10_28_24"
20150307,"11","2014_10_30_17_3_36"
20150307,"12","2014_10_30_20_0_19"
20150307,"13","2014_12_31_18_54_08"
20150307,"16","2014_12_31_18_56_42"
20150301,"01","2014_10_30_11_40_25"
20150301,"02","2014_10_30_15_6_25"
20150301,"03/04","2014_12_31_18_25_05"
20150301,"05","2014_10_30_15_51_10"
20150301,"06","2014_10_30_15_56_40"
20150301,"07","2014_10_30_16_7_31"
20150301,"08","2014_10_30_16_16_22"
20150301,"09","2014_10_30_16_34_39"
20150301,"10","2015_4_2_10_28_24"
20150301,"11","2014_10_30_17_3_36"
20150301,"12","2014_10_30_20_0_19"
20150301,"13","2014_12_31_18_54_08"
20150301,"16","2014_12_31_18_56_42"
20150228,"01","2014_10_30_11_43_26"
20150228,"02","2014_10_30_15_9_26"
20150228,"03/04","2014_12_31_11_20_30"
20150228,"05","2014_10_30_15_49_09"
20150228,"06","2014_10_30_15_53_39"
20150228,"07","2014_10_30_16_4_28"
20150228,"08","2014_10_30_16_13_21"
20150228,"09","2014_10_30_16_31_38"
20150228,"10","2015_2_3_9_26_23"
20150228,"11","2014_10_30_16_58_33"
20150228,"12","2014_10_30_20_1_20"
20150228,"13","2014_12_31_18_53_07"
20150228,"16","2014_12_31_18_56_42"
20150214,"01","2014_10_30_11_40_25"
20150214,"02","2014_10_30_15_6_25"
20150214,"03/04","2014_12_31_18_25_05"
20150214,"05","2014_10_30_15_51_10"
20150214,"06","2014_10_30_15_56_40"
20150214,"07","2014_10_30_16_7_31"
20150214,"08","2014_10_30_16_16_22"
20150214,"09","2014_10_30_16_34_39"
20150214,"10","2015_4_2_10_28_24"
20150214,"11","2014_10_30_17_3_36"
20150214,"12","2014_10_30_20_0_19"
20150214,"13","2014_12_31_18_54_08"
20150214,"16","2014_12_31_18_56_42"
20150208,"01","2014_10_30_11_40_25"
20150208,"02","2014_10_30_15_6_25"
20150208,"03/04","2014_12_31_18_25_05"
20150208,"05","2014_10_30_15_51_10"
20150208,"06","2014_10_30_15_56_40"
20150208,"07","2014_10_30_16_7_31"
20150208,"08","2014_10_30_16_16_22"
20150208,"09","2014_10_30_16_34_39"
20150208,"10","2015_4_2_10_28_24"
20150208,"11","2014_10_30_17_3_36"
20150208,"12","2014_10_30_20_0_19"
20150208,"13","2014_12_31_18_54_08"
20150208,"16","2014_12_31_18_56_42"
20150207,"01","2014_10_30_11_40_25"
20150207,"02","2014_10_30_15_6_25"
20150207,"03/04","2014_12_31_18_25_05"
20150207,"05","2014_10_30_15_51_10"
20150207,"06","2014_10_30_15_56_40"
20150207,"07","2014_10_30_16_7_31"
20150207,"08","2014_10_30_16_16_22"
20150207,"09","2014_10_30_16_34_39"
20150207,"10","2015_4_2_10_28_24"
20150207,"11","2014_10_30_17_3_36"
20150207,"12","2014_10_30_20_0_19"
20150207,"13","2014_12_31_18_54_08"
20150207,"16","2014_12_31_18_56_42"
20150201,"03/04","2014_12_31_18_25_05"
20150201,"05","2014_10_30_15_51_10"
20150201,"06","2014_10_30_15_56_40"
20150201,"07","2014_10_30_16_7_31"
20150201,"08","2014_10_30_16_16_22"
20150201,"09","2014_10_30_16_34_39"
20150201,"10","2015_4_2_10_28_24"
20150201,"11","2014_10_30_17_3_36"
20150201,"12","2014_10_30_20_0_19"
20150201,"13","2014_12_31_18_54_08"
20150201,"16","2014_12_31_18_56_42"
20150131,"03/04","2014_12_31_18_25_05"
20150131,"05","2014_10_30_15_51_10"
20150201,"01","2014_10_30_11_40_25"
20150201,"02","2014_10_30_15_6_25"
20150131,"06","2014_10_30_15_56_40"
20150131,"07","2014_10_30_16_7_31"
20150131,"08","2014_10_30_16_16_22"
20150131,"09","2014_10_30_16_34_39"
20150131,"10","2015_4_2_10_28_24"
20150131,"11","2014_10_30_17_3_36"
20150131,"12","2014_10_30_20_0_19"
20150131,"13","2014_12_31_18_54_08"
20150131,"16","2014_12_31_18_56_42"
20150125,"01","2014_10_30_11_40_25"
20150125,"02","2014_10_30_15_6_25"
20150131,"01","2014_10_30_11_40_25"
20150131,"02","2014_10_30_15_6_25"
20150125,"03/04","2014_12_31_18_25_05"
20150125,"05","2014_10_30_15_51_10"
20150125,"06","2014_10_30_15_56_40"
20150125,"07","2014_10_30_16_7_31"
20150125,"08","2014_10_30_16_16_22"
20150125,"09","2014_10_30_16_34_39"
20150125,"10","2015_4_2_10_28_24"
20150125,"11","2014_10_30_17_3_36"
20150125,"12","2014_10_30_20_0_19"
20150125,"13","2014_12_31_18_54_08"
20150125,"16","2014_12_31_18_56_42"
20150124,"03/04","2014_12_31_18_25_05"
20150124,"05","2014_10_30_15_51_10"
20150124,"06","2014_10_30_15_56_40"
20150124,"07","2014_10_30_16_7_31"
20150124,"08","2014_10_30_16_16_22"
20150124,"09","2014_10_30_16_34_39"
20150124,"10","2015_4_2_10_28_24"
20150124,"11","2014_10_30_17_3_36"
20150124,"12","2014_10_30_20_0_19"
20150124,"13","2014_12_31_18_54_08"
20150124,"16","2014_12_31_18_56_42"
20150118,"01","2014_10_30_11_40_25"
20150118,"02","2014_10_30_15_6_25"
20150124,"01","2014_10_30_11_40_25"
20150124,"02","2014_10_30_15_6_25"
20150118,"03/04","2014_12_31_18_25_05"
20150118,"05","2014_10_30_15_51_10"
20150118,"06","2014_10_30_15_56_40"
20150118,"07","2014_10_30_16_7_31"
20150118,"08","2014_10_30_16_16_22"
20150118,"09","2014_10_30_16_34_39"
20150118,"10","2015_4_2_10_28_24"
20150118,"11","2014_10_30_17_3_36"
20150118,"12","2014_10_30_20_0_19"
20150118,"13","2014_12_31_18_54_08"
20150118,"16","2014_12_31_18_56_42"
20150117,"01","2014_10_30_11_40_25"
20150117,"02","2014_10_30_15_6_25"
20150117,"03/04","2014_12_31_18_25_05"
20150117,"05","2014_10_30_15_51_10"
20150117,"06","2014_10_30_15_56_40"
20150117,"07","2014_10_30_16_7_31"
20150117,"08","2014_10_30_16_16_22"
20150117,"09","2014_10_30_16_34_39"
20150117,"10","2015_4_2_10_28_24"
20150117,"11","2014_10_30_17_3_36"
20150117,"12","2014_10_30_20_0_19"
20150117,"13","2014_12_31_18_54_08"
20150117,"16","2014_12_31_18_56_42"
20150111,"01","2014_10_30_11_40_25"
20150111,"02","2014_10_30_15_6_25"
20150111,"03/04","2014_12_31_18_25_05"
20150111,"05","2014_10_30_15_51_10"
20150111,"06","2014_10_30_15_56_40"
20150111,"07","2014_10_30_16_7_31"
20150111,"08","2014_10_30_16_16_22"
20150111,"09","2014_10_30_16_34_39"
20150111,"10","2015_4_2_10_28_24"
20150111,"11","2014_10_30_17_3_36"
20150111,"12","2014_10_30_20_0_19"
20150111,"13","2014_12_31_18_54_08"
20150111,"16","2014_12_31_18_56_42"
20150110,"01","2014_10_30_11_40_25"
20150110,"02","2014_10_30_15_6_25"
20150110,"03/04","2014_12_31_18_25_05"
20150110,"05","2014_10_30_15_51_10"
20150110,"06","2014_10_30_15_56_40"
20150110,"07","2014_10_30_16_7_31"
20150110,"08","2014_10_30_16_16_22"
20150110,"09","2014_10_30_16_34_39"
20150110,"10","2015_4_2_10_28_24"
20150110,"11","2014_10_30_17_3_36"
20150110,"12","2014_10_30_20_0_19"
20150110,"13","2014_12_31_18_54_08"
20150110,"16","2014_12_31_18_56_42"
20150103,"01","2014_10_30_11_40_25"
20150103,"02","2014_10_30_15_6_25"
20150103,"03/04","2014_12_31_18_25_05"
20150103,"05","2014_10_30_15_51_10"
20150103,"06","2014_10_30_15_56_40"
20150103,"07","2014_10_30_16_7_31"
20150103,"08","2014_10_30_16_16_22"
20150103,"09","2014_10_30_16_34_39"
20150103,"10","2014_10_30_16_47_21"
20150103,"11","2014_10_30_17_3_36"
20150103,"12","2014_10_30_20_0_19"
20150103,"13","2014_12_31_18_54_08"
20150103,"16","2014_12_31_18_56_42"
20150516,"03/04","2014_12_31_18_25_05"
20150516,"05","2014_10_30_15_51_10"
20150516,"06","2014_10_30_15_56_40"
20150516,"07","2014_10_30_16_7_31"
20150516,"08","2014_10_30_16_16_22"
20150516,"09","2014_10_30_16_34_39"
20150516,"10","2015_4_2_10_28_24"
20150516,"11","2014_10_30_17_3_36"
20150516,"12","2014_10_30_20_0_19"
20150516,"13","2014_12_31_18_54_08"
20150516,"16","2015_4_8_10_55_56"
20150516,"01","2014_10_30_11_40_25"
20150516,"02","2014_10_30_15_6_25"
20150517,"01","2014_10_30_11_40_25"
20150517,"02","2014_10_30_15_6_25"
20150517,"03/04","2014_12_31_18_25_05"
20150517,"05","2014_10_30_15_51_10"
20150517,"06","2014_10_30_15_56_40"
20150517,"07","2014_10_30_16_7_31"
20150517,"08","2014_10_30_16_16_22"
20150517,"09","2014_10_30_16_34_39"
20150517,"10","2015_4_2_10_28_24"
20150517,"11","2014_10_30_17_3_36"
20150517,"12","2014_10_30_20_0_19"
20150517,"13","2014_12_31_18_54_08"
20150517,"16","2015_4_8_10_55_56"
20150530,"01","2014_10_30_11_40_25"
20150530,"02","2014_10_30_15_6_25"
20150530,"03/04","2014_12_31_18_25_05"
20150530,"05","2014_10_30_15_51_10"
20150530,"06","2014_10_30_15_56_40"
20150530,"07","2014_10_30_16_7_31"
20150530,"08","2014_10_30_16_16_22"
20150530,"09","2014_10_30_16_34_39"
20150530,"10","2015_4_2_10_28_24"
20150530,"11","2014_10_30_17_3_36"
20150530,"12","2014_10_30_20_0_19"
20150530,"13","2014_12_31_18_54_08"
20150530,"16","2015_5_27_15_36_70"
20150531,"01","2014_10_30_11_40_25"
20150531,"02","2014_10_30_15_6_25"
20150531,"03/04","2014_12_31_18_25_05"
20150531,"05","2014_10_30_15_51_10"
20150531,"06","2014_10_30_15_56_40"
20150531,"07","2014_10_30_16_7_31"
20150531,"08","2014_10_30_16_16_22"
20150531,"09","2014_10_30_16_34_39"
20150531,"10","2015_4_2_10_28_24"
20150531,"11","2014_10_30_17_3_36"
20150531,"12","2014_10_30_20_0_19"
20150531,"13","2014_12_31_18_54_08"
20150531,"16","2015_5_27_15_36_70"
20150801,"01","2014_10_30_11_40_25"
20150801,"02","2015_4_17_9_11_38"
20150801,"03/04","2015_7_16_12_29_52"
20150801,"05","2014_10_30_15_51_10"
20150801,"06","2015_7_16_12_34_46"
20150801,"07","2014_10_30_16_7_31"
20150801,"08","2015_6_29_8_35_28"
20150801,"09","2014_10_30_16_34_39"
20150801,"10","2015_4_2_10_28_24"
20150801,"11","2014_10_30_17_3_36"
20150801,"12","2014_10_30_20_0_19"
20150801,"13","2014_12_31_18_54_08"
20150801,"16","2015_5_27_15_36_70"
20150802,"01","2014_10_30_11_40_25"
20150802,"02","2015_4_17_9_11_38"
20150802,"03/04","2015_7_16_12_29_52"
20150802,"05","2014_10_30_15_51_10"
20150615,"01","2014_10_30_11_38_24"
20150615,"02","2014_11_28_18_44_23"
20150615,"03/04","2014_12_31_11_20_30"
20150615,"05","2014_10_30_15_49_09"
20150615,"06","2014_10_30_15_53_39"
20150615,"07","2014_10_30_16_4_28"
20150615,"08","2014_10_30_16_13_21"
20150615,"09","2014_10_30_16_31_38"
20150615,"10","2015_4_2_10_29_29"
20150615,"11","2015_4_2_10_31_39"
20150615,"12","2014_10_30_20_1_20"
20150615,"13","2014_12_31_18_53_07"
20150615,"16","2015_4_8_10_56_60"
20150616,"01","2014_10_30_11_38_24"
20150802,"06","2015_7_16_12_34_46"
20150802,"07","2014_10_30_16_7_31"
20150802,"08","2015_6_29_8_35_28"
20150802,"09","2014_10_30_16_34_39"
20150802,"10","2015_4_2_10_28_24"
20150802,"11","2014_10_30_17_3_36"
20150802,"12","2014_10_30_20_0_19"
20150802,"13","2014_12_31_18_54_08"
20150802,"16","2015_5_27_15_36_70"
20150803,"01","2014_10_30_11_38_24"
20150803,"02","2014_11_28_18_44_23"
20150803,"03/04","2015_7_16_12_27_51"
20150803,"05","2014_10_30_15_49_09"
20150803,"06","2015_7_16_12_33_45"
20150803,"07","2014_10_30_16_4_28"
20150803,"08","2015_6_29_8_33_27"
20150803,"09","2014_10_30_16_31_38"
20150803,"10","2015_4_2_10_29_29"
20150803,"11","2015_4_2_10_31_39"
20150803,"12","2014_10_30_20_1_20"
20150803,"13","2014_12_31_18_53_07"
20150803,"16","2015_4_8_10_56_60"
20150727,"01","2014_10_30_11_38_24"
20150727,"02","2014_11_28_18_44_23"
20150727,"03/04","2014_12_31_11_20_30"
20150727,"05","2014_10_30_15_49_09"
20150616,"02","2014_11_28_18_44_23"
20150616,"03/04","2014_12_31_11_20_30"
20150616,"05","2014_10_30_15_49_09"
20150616,"06","2014_10_30_15_53_39"
20150616,"07","2014_10_30_16_4_28"
20150616,"08","2014_10_30_16_13_21"
20150616,"09","2014_10_30_16_31_38"
20150616,"10","2015_4_2_10_29_29"
20150616,"11","2015_4_2_10_31_39"
20150616,"12","2014_10_30_20_1_20"
20150616,"13","2014_12_31_18_53_07"
20150616,"16","2015_4_8_10_56_60"
20150617,"01","2014_10_30_11_38_24"
20150617,"02","2014_11_28_18_44_23"
20150617,"03/04","2014_12_31_11_20_30"
20150617,"05","2014_10_30_15_49_09"
20150617,"06","2014_10_30_15_53_39"
20150617,"07","2014_10_30_16_4_28"
20150617,"08","2014_10_30_16_13_21"
20150617,"09","2014_10_30_16_31_38"
20150617,"10","2015_4_2_10_29_29"
20150617,"11","2015_4_2_10_31_39"
20150617,"12","2014_10_30_20_1_20"
20150617,"13","2014_12_31_18_53_07"
20150617,"16","2015_4_8_10_56_60"
20150618,"01","2014_10_30_11_38_24"
20150618,"02","2014_11_28_18_44_23"
20150618,"03/04","2014_12_31_11_20_30"
20150618,"05","2014_10_30_15_49_09"
20150618,"06","2014_10_30_15_53_39"
20150618,"07","2014_10_30_16_4_28"
20150618,"08","2014_10_30_16_13_21"
20150618,"09","2014_10_30_16_31_38"
20150618,"10","2015_4_2_10_29_29"
20150618,"11","2015_4_2_10_31_39"
20150618,"12","2014_10_30_20_1_20"
20150618,"13","2014_12_31_18_53_07"
20150618,"16","2015_4_8_10_56_60"
20150727,"06","2014_10_30_15_53_39"
20150727,"07","2014_10_30_16_4_28"
20150727,"08","2015_6_29_8_33_27"
20150727,"09","2014_10_30_16_31_38"
20150727,"10","2015_4_2_10_29_29"
20150727,"11","2015_4_2_10_31_39"
20150727,"12","2014_10_30_20_1_20"
20150727,"13","2014_12_31_18_53_07"
20150727,"16","2015_4_8_10_56_60"
20150728,"01","2014_10_30_11_38_24"
20150728,"02","2014_11_28_18_44_23"
20150728,"03/04","2014_12_31_11_20_30"
20150728,"05","2014_10_30_15_49_09"
20150728,"06","2014_10_30_15_53_39"
20150101,"01","2014_10_30_11_40_25"
20150101,"02","2014_10_30_15_6_25"
20150101,"03/04","2014_12_31_18_25_05"
20150101,"05","2014_10_30_15_51_10"
20150101,"06","2014_10_30_15_56_40"
20150101,"07","2014_10_30_16_7_31"
20150101,"08","2014_10_30_16_16_22"
20150101,"09","2014_10_30_16_34_39"
20150101,"10","2014_10_30_16_47_21"
20150101,"11","2014_10_30_17_3_36"
20150101,"12","2014_10_30_20_0_19"
20150101,"13","2014_12_31_18_54_08"
20150101,"16","2014_12_31_18_56_42"
20150102,"01","2014_10_30_11_40_25"
20150102,"02","2014_10_30_15_6_25"
20150102,"03/04","2014_12_31_18_25_05"
20150102,"05","2014_10_30_15_51_10"
20150102,"06","2014_10_30_15_56_40"
20150102,"07","2014_10_30_16_7_31"
20150102,"08","2014_10_30_16_16_22"
20150102,"09","2014_10_30_16_34_39"
20150102,"10","2014_10_30_16_47_21"
20150102,"11","2014_10_30_17_3_36"
20150102,"12","2014_10_30_20_0_19"
20150102,"13","2014_12_31_18_54_08"
20150102,"16","2014_12_31_18_56_42"
20150728,"07","2014_10_30_16_4_28"
20150728,"08","2015_6_29_8_33_27"
20150728,"09","2014_10_30_16_31_38"
20150728,"10","2015_4_2_10_29_29"
20150728,"11","2015_4_2_10_31_39"
20150728,"12","2014_10_30_20_1_20"
20150728,"13","2014_12_31_18_53_07"
20150728,"16","2015_4_8_10_56_60"
20150729,"01","2014_10_30_11_38_24"
20150729,"02","2014_11_28_18_44_23"
20150729,"03/04","2014_12_31_11_20_30"
20150826,"12","2014_10_30_20_1_20"
20150826,"13","2014_12_31_18_53_07"
20150826,"16","2015_4_8_10_56_60"
20150827,"03/04","2015_7_16_12_27_51"
20150827,"05","2014_10_30_15_49_09"
20150827,"06","2015_7_16_12_33_45"
20150827,"07","2014_10_30_16_4_28"
20150827,"08","2015_6_29_8_33_27"
20150827,"09","2014_10_30_16_31_38"
20150827,"10","2015_4_2_10_29_29"
20150827,"11","2015_4_2_10_31_39"
20150827,"12","2014_10_30_20_1_20"
20150827,"13","2014_12_31_18_53_07"
20150827,"16","2015_4_8_10_56_60"
20150828,"01","2014_10_30_11_38_24"
20150828,"02","2014_11_28_18_44_23"
20150827,"01","2014_10_30_11_38_24"
20150827,"02","2014_11_28_18_44_23"
20150828,"03/04","2015_7_16_12_27_51"
20150828,"05","2014_10_30_15_49_09"
20150828,"06","2015_7_16_12_33_45"
20150828,"07","2014_10_30_16_4_28"
20150828,"08","2015_6_29_8_33_27"
20150828,"09","2014_10_30_16_31_38"
20150828,"10","2015_4_2_10_29_29"
20150828,"11","2015_4_2_10_31_39"
20150828,"12","2014_10_30_20_1_20"
20150828,"13","2014_12_31_18_53_07"
20150828,"16","2015_4_8_10_56_60"
20150829,"01","2014_10_30_11_38_24"
20150829,"02","2014_11_28_18_44_23"
20150829,"03/04","2015_7_16_12_27_51"
20150829,"05","2014_10_30_15_49_09"
20150829,"06","2015_7_16_12_33_45"
20150829,"07","2014_10_30_16_4_28"
20150829,"08","2015_6_29_8_33_27"
20150829,"09","2014_10_30_16_31_38"
20150829,"10","2015_4_2_10_29_29"
20150829,"11","2015_4_2_10_31_39"
20150829,"12","2014_10_30_20_1_20"
20150829,"13","2014_12_31_18_53_07"
20150829,"16","2015_4_8_10_56_60"
20150830,"01","2014_10_30_11_38_24"
20150830,"02","2014_11_28_18_44_23"
20150830,"03/04","2015_7_16_12_27_51"
20150830,"05","2014_10_30_15_49_09"
20150830,"06","2015_7_16_12_33_45"
20150830,"07","2014_10_30_16_4_28"
20150830,"08","2015_6_29_8_33_27"
20150830,"09","2014_10_30_16_31_38"
20150830,"10","2015_4_2_10_29_29"
20150830,"11","2015_4_2_10_31_39"
20150830,"12","2014_10_30_20_1_20"
20150830,"13","2014_12_31_18_53_07"
20150830,"16","2015_4_8_10_56_60"
20150831,"01","2014_10_30_11_38_24"
20150831,"02","2014_11_28_18_44_23"
20150831,"03/04","2015_7_16_12_27_51"
20150831,"05","2014_10_30_15_49_09"
20150831,"06","2015_7_16_12_33_45"
20150831,"07","2014_10_30_16_4_28"
20150831,"08","2015_6_29_8_33_27"
20150831,"09","2014_10_30_16_31_38"
20150831,"10","2015_4_2_10_29_29"
20150831,"11","2015_4_2_10_31_39"
20150831,"12","2014_10_30_20_1_20"
20150831,"13","2014_12_31_18_53_07"
20150831,"16","2015_4_8_10_56_60"
