STATION,"S_0111","S_0112","S_0113","S_0114","S_0115","S_0116","S_0117","S_0118","S_0119","S_0120","S_0121","S_0122","S_0123","S_0124","S_0125","S_0126","S_0127","S_0128","S_0129","S_0130","S_0131","S_0132","S_0133","S_0134","S_0135","S_0136","S_0137","S_0138","S_0234","S_0235","S_0236","S_0237","S_0238","S_0239","S_0240","S_0241","S_0242","S_0243","S_0244","S_0245","S_0246","S_0247","S_0248","S_0249","S_0250","S_0251","S_0252","S_0253","S_0254","S_0255","S_0256","S_0257","S_0258","S_0259","S_0260","S_0261","S_0262","S_0263","S_0311","S_0312","S_0313","S_0314","S_0315","S_0316","S_0317","S_0318","S_0319","S_0320","S_0321","S_0322","S_0323","S_0324","S_0325","S_0326","S_0327","S_0328","S_0329","S_0330","S_0331","S_0332","S_0333","S_0334","S_0335","S_0336","S_0337","S_0338","S_0339","S_0401","S_0402","S_0403","S_0404","S_0405","S_0406","S_0407","S_0408","S_0409","S_0410","S_0411","S_0412","S_0413","S_0414","S_0415","S_0416","S_0417","S_0418","S_0419","S_0420","S_0421","S_0422","S_0423","S_0424","S_0425","S_0426","S_0501","S_0502","S_0503","S_0505","S_0507","S_0508","S_0509","S_0510","S_0511","S_0512","S_0513","S_0621","S_0622","S_0623","S_0624","S_0625","S_0626","S_0627","S_0628","S_0629","S_0630","S_0631","S_0632","S_0633","S_0634","S_0635","S_0636","S_0637","S_0638","S_0639","S_0640","S_0641","S_0642","S_0643","S_0644","S_0645","S_0646","S_0647","S_0648","S_0721","S_0722","S_0723","S_0724","S_0725","S_0726","S_0727","S_0728","S_0729","S_0730","S_0731","S_0732","S_0733","S_0734","S_0735","S_0736","S_0737","S_0738","S_0739","S_0740","S_0741","S_0742","S_0743","S_0744","S_0745","S_0746","S_0747","S_0748","S_0749","S_0750","S_0751","S_0752","S_0753","S_0820","S_0821","S_0822","S_0823","S_0824","S_0825","S_0826","S_0827","S_0828","S_0829","S_0830","S_0831","S_0832","S_0833","S_0834","S_0835","S_0836","S_0837","S_0838","S_0839","S_0840","S_0841","S_0842","S_0843","S_0844","S_0845","S_0846","S_0847","S_0848","S_0849","S_0918","S_0919","S_0920","S_0921","S_0922","S_0923","S_0924","S_0925","S_0926","S_0927","S_0928","S_0929","S_0930","S_0931","S_0932","S_0933","S_0934","S_0935","S_0936","S_0937","S_0938","S_0939","S_0940","S_0941","S_0942","S_0943","S_1018","S_1019","S_1020","S_1041","S_1042","S_1043","S_1044","S_1045","S_1046","S_1047","S_1048","S_1049","S_1050","S_1051","S_1052","S_1053","S_1054","S_1055","S_1056","S_1057","S_1058","S_1059","S_1060","S_1061","S_1062","S_1063","S_1064","S_1065","S_1066","S_1067","S_1068","S_1114","S_1115","S_1116","S_1117","S_1118","S_1119","S_1120","S_1131","S_1132","S_1133","S_1134","S_1135","S_1137","S_1138","S_1139","S_1140","S_1141","S_1142","S_1143","S_1144","S_1145","S_1146","S_1147","S_1148","S_1149","S_1150","S_1151","S_1152","S_1153","S_1154","S_1155","S_1156","S_1157","S_1158","S_1159","S_1160","S_1236","S_1237","S_1238","S_1239","S_1240","S_1241","S_1242","S_1243","S_1244","S_1245","S_1246","S_1247","S_1248","S_1249","S_1250","S_1251","S_1321","S_1322","S_1323","S_1324","S_1325","S_1326","S_1327","S_1328","S_1329","S_1330","S_1621","S_1622","S_1623","S_1624","S_1625","S_1626","S_1627","S_1628","S_1629","S_1630","S_1631","S_1632","S_1633"
0735,"5","5","5","4","4","4","4","4","4","3","4","4","4","4","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","4","4","4","4","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","6","6","6","6","6","7","7","7","4","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","4","4","4","4","3","3","3","3","3","3","4","4","4","0","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","6","6","6","6","6","6","6","4","5","5","5","5","5","4","5","5","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","6","6","5","5","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","6","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","7","7","7","7","7","6","6","6","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","7","7","7","6","6","6","5","6","6","5","5","5","4","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","3","3","3","3","3","5","5","5","6","6","6","7","7","8","8","10","10","11"
0736,"5","5","4","4","4","4","4","4","3","3","3","4","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","6","6","6","6","7","7","7","4","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","4","4","4","3","3","3","3","3","3","3","3","4","4","0","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","6","6","6","6","6","6","4","4","5","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","6","5","5","5","5","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","4","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","5","7","7","7","7","6","6","6","5","5","5","5","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","7","7","7","6","6","6","5","6","5","5","5","5","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","3","3","3","3","3","3","4","5","5","6","6","6","7","7","8","8","9","10","10"
0737,"5","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","5","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","6","6","6","6","7","7","7","4","4","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","4","4","4","3","3","3","3","3","3","3","4","4","4","0","4","4","4","4","4","4","4","4","4","4","3","4","5","5","5","5","5","6","6","6","6","6","6","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","6","6","5","5","5","5","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","4","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","7","7","7","7","6","6","6","5","5","5","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","5","4","4","5","5","4","4","4","4","4","4","4","3","3","3","3","4","4","3","4","4","4","4","4","4","4","4","4","4","4","5","7","7","7","6","6","6","5","6","6","5","5","5","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","5","5","5","5","5","5","3","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","3","3","3","3","3","3","4","5","5","6","6","6","7","7","8","8","9","10","10"
0738,"4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","5","6","6","6","6","7","7","4","4","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","4","4","4","3","3","3","3","3","3","3","4","4","4","0","4","4","4","4","4","4","4","4","4","3","3","4","4","5","5","5","5","6","6","6","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","6","6","5","5","5","5","5","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","7","7","7","7","6","6","6","5","5","5","4","4","4","4","4","4","3","3","3","3","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","3","3","3","3","3","4","3","3","4","4","4","4","4","4","4","4","4","4","5","7","7","7","6","6","6","5","6","6","5","5","5","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","5","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","3","3","3","3","3","4","5","5","5","6","6","6","7","8","8","9","10","10"
0739,"4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","6","6","6","7","7","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","3","3","3","3","3","3","3","3","3","3","4","4","4","0","4","4","4","4","4","4","4","4","3","3","3","3","4","5","5","5","5","5","5","6","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","6","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","7","7","7","6","6","6","6","5","5","4","4","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","7","7","7","6","6","6","5","6","6","5","5","5","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","3","3","4","4","4","4","4","4","4","4","4","5","5","5","5","5","4","4","4","4","4","3","3","3","3","3","4","5","5","5","6","6","6","7","7","8","9","10","10"
0740,"4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","5","6","6","6","6","7","7","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","3","3","3","3","3","3","3","3","3","4","4","4","4","0","4","4","4","4","4","4","4","3","3","3","3","3","4","4","5","5","5","5","5","6","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","6","6","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","7","7","7","6","6","6","6","5","5","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","7","7","7","6","6","6","6","6","6","5","5","5","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","5","5","5","5","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","4","3","3","3","3","4","5","5","5","6","6","6","7","8","8","9","10","10"
0741,"4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","5","5","5","6","6","6","6","7","7","3","4","3","3","3","3","3","3","4","3","3","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","3","3","3","3","3","4","3","3","4","4","4","4","4","0","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","5","5","5","5","5","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","7","7","6","6","6","6","5","5","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","7","7","7","7","6","6","6","6","6","6","5","5","5","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","5","5","5","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","4","4","4","4","4","4","4","3","3","3","4","5","5","5","6","6","6","7","7","8","9","10","10"
0742,"4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","6","6","6","6","7","7","3","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","3","3","3","3","4","4","4","4","4","4","4","4","4","0","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","5","5","5","5","5","5","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","6","6","6","6","5","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","7","7","6","6","6","6","5","5","4","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","8","7","7","7","7","6","6","6","6","6","5","5","5","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","5","5","5","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","3","4","5","5","5","6","6","6","7","7","8","9","10","10"
0743,"4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","5","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","6","6","6","7","7","3","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","3","3","3","4","4","4","4","4","4","4","4","4","4","0","4","4","4","4","4","4","3","3","3","3","3","3","4","4","4","5","5","5","5","5","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","6","6","6","6","6","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","5","5","5","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","7","7","6","6","6","6","5","5","4","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","8","8","7","7","7","6","6","6","6","6","6","5","5","4","4","4","4","4","4","4","4","4","3","3","3","3","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","5","5","5","6","6","6","7","7","8","9","10","10"
0744,"4","4","4","4","4","4","3","3","4","3","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","6","6","6","6","7","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","6","3","3","4","4","4","4","4","4","4","4","4","4","4","0","4","4","4","4","4","4","4","3","3","3","3","3","4","5","5","5","5","5","5","6","6","6","6","3","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","6","6","6","6","6","6","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","5","4","4","4","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","7","7","7","7","6","6","6","5","5","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","5","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","8","8","7","7","7","7","6","7","6","6","6","6","5","5","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","4","4","4","5","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","5","5","5","6","6","7","7","8","9","10","10"
0745,"4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","6","6","6","7","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","0","4","4","4","4","4","4","3","3","3","3","3","3","4","5","5","5","5","5","6","6","6","6","6","3","3","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","6","6","6","6","6","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","7","7","7","7","6","6","6","5","5","5","4","4","4","4","4","4","4","3","4","4","3","3","4","4","4","4","5","5","4","5","5","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","8","8","8","7","7","7","6","7","6","6","6","6","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","5","5","6","6","6","7","8","9","9","10"
0746,"5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","6","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","0","4","4","4","4","3","4","3","3","3","3","3","4","5","5","5","5","5","6","6","6","6","6","6","3","3","4","4","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","6","6","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","7","7","7","7","6","6","6","6","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","4","4","4","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","8","8","8","7","7","7","6","7","7","6","6","6","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","5","5","6","6","6","7","8","9","9","10"
0747,"5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","0","4","4","4","3","3","3","3","3","3","4","3","4","5","5","5","5","5","6","6","6","6","6","6","3","3","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","6","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","7","7","7","7","7","6","6","6","5","5","5","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","8","8","8","7","7","7","6","7","7","6","6","6","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","5","5","5","6","6","7","7","9","9","9"
0748,"5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","5","5","5","5","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","4","4","4","4","4","4","4","4","4","4","4","4","4","0","4","4","3","3","3","3","3","3","3","4","4","4","5","5","5","5","6","6","6","6","6","6","6","3","4","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","6","6","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","4","4","5","4","4","4","4","4","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","7","7","7","7","7","6","6","6","5","5","5","5","4","4","4","4","4","4","4","4","4","3","4","4","3","4","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","8","8","8","7","7","7","7","7","7","6","6","6","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","5","5","5","6","6","7","7","8","9","9"
0749,"5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","5","5","5","6","6","6","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","6","6","6","6","6","4","4","4","4","4","5","4","4","4","4","4","4","4","0","4","4","4","4","3","4","4","3","4","4","4","4","5","5","5","5","6","6","6","6","6","6","7","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","6","7","6","6","6","6","6","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","3","5","5","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","5","4","4","5","5","5","5","5","5","5","8","7","7","7","7","6","6","6","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","8","8","8","8","7","7","7","7","7","7","6","6","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","5","5","5","5","5","5","5","5","5","5","4","4","4","3","4","4","5","5","5","6","6","7","7","8","9","9"
0750,"5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","6","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","5","5","5","5","6","6","4","5","4","4","4","4","4","5","5","5","5","4","4","4","5","4","5","5","5","5","5","5","6","6","6","6","6","6","6","4","4","4","4","5","5","5","5","4","4","4","4","4","0","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","6","6","6","6","6","6","7","7","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","7","7","6","6","6","6","6","6","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","3","5","5","5","4","4","4","4","4","3","3","3","4","4","4","4","4","4","4","4","4","5","4","5","5","5","5","5","5","5","5","8","8","7","7","7","7","6","6","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","9","8","8","8","8","7","7","7","7","7","6","6","6","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","5","5","5","5","5","5","5","5","4","3","4","4","4","5","5","5","6","6","7","8","9","9"
