ST_NO,"FACILITY_DESCP","TYPE","TOILET_INSIDE","FACILITY_DESCP_EN"			
0424,"2号口:零陵路 南洋中学,3号口:零陵路 中国科学院东海研究站,4号口:零陵路 大木桥路 中国科学院东海研究站","2","","Exit 2:Lingling Rd Nanyang Middle School,Exit 3:Lingling Rd Chinese Academy of Sciences Shengxue Institute Donghai Research Station,Exit 4:Lingling Rd Damuqiao Rd Chinese Academy of Sciences Shengxue Institute Donghai Research Station "			
0424,"4号线:直升梯  地面-站厅  近4号口,4号线:直升梯  站厅-站台  外圈车头","3","","Line 4:Helicopter ladder  The ground station hall  Near Exit 4,Line 4:Helicopter ladder  The station hall to the platform  Outer front"			
0425,"4号线:付费区  内圈车头,7号线:非付费区  近4号出入口","1","0,1","Line 4:Pay Zone  Inner front,Line 7:Non-paying zone  Near Exit 4"			
0425,"1号口:东安路 零陵路 儿科医院 中山医院,2号口:东安路 龙华医院 市精神卫生中心,3号口:东安路 肿瘤医院,4号口:东安路,5号口:东安路","2","","Exit 1:Dong'an Rd Lingling Rd Children Health Department of Children's Hospital Affiliated to Fudan University Zhongshan Hospital Affiliated to Fudan University,Exit 2:Dong'an Rd Longhua Hospital Affiliated to Shanghai University of Traditional Chinese Medicine Shanghai Mental Health Center,Exit 3:Dong'an Rd Tumor Hospital,Exit 4:Dong'an Rd,Exit 5:Dong'an Rd"			
0425,"4号线:直升梯  地面-站厅  近5号口,4号线:直升梯  站厅-站台  内圈车头","3","","Line 4:Helicopter ladder  The ground station hall  Near Exit 5,Line 4:Helicopter ladder  The station hall to the platform  Inner front"			
0426,"4号线:站外  2号口站外公厕","1","0","Line 4:Outside of a station  2 entrance outside"			
0426,"2号口:零陵路 海高大厦 英雄大厦,3号口:零陵路 上海体育场 北海大厦,4号口:天钥桥路 零陵路","2","","Exit 2:Lingling Rd Hai Gao Building Yingxiong Building,Exit 3:Lingling Rd Shanghai Stadium Beihai Building,Exit 4:Tianyaoqiao Rd Lingling Rd"			
0426,"4号线:直升梯  地面-站厅  近3号口,4号线:直升梯  站厅-站台  内圈车头","3","","Line 4:Helicopter ladder  The ground station hall  Near Exit 3,Line 4:Helicopter ladder  The station hall to the platform  Inner front"			
0427,"","1","",""			
0427,"","2","",""			
0427,"","3","",""			
0428,"","1","",""			
0428,"","2","",""			
0428,"","3","",""			
0429,"","1","",""			
0429,"","2","",""			
0429,"","3","",""			
0430,"","1","",""			
0430,"","2","",""			
0430,"","3","",""			
0501,"1号线:站外  北出入口外","1","0","Line 1:Outside of a station  Outside the north entrance"			
0501,"南出入口:梅陇西路都市路,北一出入口:莘建东路水清南路,北二出入口:莘建东路水清南路","2","","South Exit:West Meilong Rd Dushi Rd,North Exit 1:East Xinjian Rd South Shuiqing Rd,North Exit 2:East Xinjian Rd South Shuiqing Rd"			
0501,"5号线:直升梯  站厅-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0502,"5号线:站外  1号口站外公厕","1","0","Line 5:Outside of a station  1 entrance outside"			
0502,"1号出入口:沪闵公路 ","2","","Exit 1:Humin Highway"			
0502,"5号线:直升梯  地面-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground to the platform  The station hall central platform"			
0503,"5号线:站外  2号口站外公厕","1","0","Line 5:Outside of a station  2 entrance outside"			
0503,"1号口:沪闵公路 ,2号口:沪闵公路 银都路","2","","Exit 1:Humin Highway,Exit 2:Humin Highway Yindu Rd"			
0503,"5号线:直升梯  地面-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground to the platform  The station hall central platform"			
0505,"5号线:站外  2号口站外公厕","1","0","Line 5:Outside of a station  2 entrance outside"			
0505,"1号口:沪闵公路,2号口:沪闵公路 颛兴路","2","","Exit 1:Humin Highway,Exit 2:Humin Highway Zhuan Xing Rd"			
0505,"5号线:直升梯  地面-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground to the platform  The station hall central platform"			
0507,"5号线:站外  2号口站外公厕","1","0","Line 5:Outside of a station  2 entrance outside"			
0507,"1号口:沪闵公路 放鹤路,2号口:沪闵公路","2","","Exit 1:Humin Highway Fanghe Rd,Exit 2:Humin Highway"			
0507,"5号线:直升梯  地面-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground to the platform  The station hall central platform"			
0508,"5号线:站外  2号口站外公厕","1","0","Line 5:Outside of a station  2 entrance outside"			
0508,"1号口:沪闵公路 剑川路,2号口:沪闵公路 ","2","","Exit 1:Humin Highway Jianchuan Rd,Exit 2:Humin Highway"			
0508,"5号线:直升梯  地面-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground to the platform  The station hall central platform"			
0509,"5号线:站外  2号口站外公厕","1","0","Line 5:Outside of a station  2 entrance outside"			
0509,"3号口:沪闵路近东川路,4号口:石屏路近东川路","2","","Exit 3:Humin Rd near Dongchuan Rd,Exit 4:Shiping Rd near Dongchuan Rd"			
0509,"5号线:直升梯  地面-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground to the platform  The station hall central platform"			
0510,"5号线:直升梯  地面-站厅  近1号出入口,5号线:直升梯  站厅-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground station hall  Near Exit 1,Line 5:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0510,"5号线:站外  1号口站外公厕","1","0","Line 5:Outside of a station  1 entrance outside"			
0510,"1号口:金平路东川路,2号口:金平路东川路","2","","Exit 1:Jinping Rd Dongchuan Rd,Exit 2:Jinping Rd Dongchuan Rd"			
0511,"1号出口:华宁路东川路,2号口:华宁路东川路","2","","Exit 1:Huaning Rd Dongchuan Rd,Exit 2:Huaning Rd Dongchuan Rd"			
0511,"5号线:站外  1号口站外公厕","1","0","Line 5:Outside of a station  1 entrance outside"			
0511,"5号线:直升梯  地面-站厅  近1号出入口,5号线:直升梯  站厅-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground station hall  Near Exit 1,Line 5:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0512,"5号线:站外  1号口站外公厕","1","0","Line 5:Outside of a station  1 entrance outside"			
0512,"1号口:文井路东川路,2号口:文井路东川路","2","","Exit 1:Wenjing Rd,Dongchuan Rd,Exit 2:Wenjing Rd,Dongchuan Rd"			
0512,"5号线:直升梯  地面-站厅  近1号出入口,5号线:直升梯  站厅-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground station hall  Near Exit 1,Line 5:Helicopter ladder  The station hall central platform"			
0513,"5号线:直升梯  地面-站厅  近2号出入口,5号线:直升梯  站厅-站台  站厅站台中部","3","","Line 5:Helicopter ladder  The ground station hall  Near Exit 2,Line 5:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0513,"1号口:昆阳路东川路,2号口:昆阳路东川路","2","","Exit 1:Kunyang Rd,Dongchuan Rd,Exit 2:Kunyang Rd,Dongchuan Rd"			
0513,"5号线:站外  2号口站外公厕","1","0","Line 5:Outside of a station  2 entrance outside"			
0621,"1号口:耀体路,4号口:耀体路,5号口:耀体路,6号口:耀体路","2","","Exit 1:Yaoti Rd,Exit 4:Yaoti Rd,Exit 5:Yaoti Rd,Exit 6:Yaoti Rd"			
0621,"6号线:付费区  往港城路方向车头,8号线:付费区  往市光路方向车头","1","1","Line 6:Pay Zone  Gangcheng Rd direction to the front of the platform,Line 8:Pay Zone  Shiguang Rd direction to the front of the platform"			
0621,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0622,"1号口:长清路,2号口:长清路,3号口:长清路","2","","Exit 1:Changqing Rd,Exit 2:Changqing Rd,Exit 3:Changqing Rd"			
0622,"6号线:付费区  近2号口","1","1","Line 6:Pay Zone  Near Exit 2"			
0622,"6号线:直升梯  地面-站厅  近2号口 近3号口","3","","Line 6:Helicopter ladder  The ground station hall  Near Exit 2  Near Exit 3"			
0623,"","1","",""			
0623,"1号口:上南路,2号口:上南路,3号口:华夏西路","2","","Exit 1:Shangnan Rd,Exit 2:Shangnan Rd,Exit 3:West Huaxia Rd"			
0623,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0624,"6号线:非付费区  近2号口","1","0","Line 6:Non-paying zone  Near Exit 2"			
0624,"1号口:华夏西路,2号口:华夏西路,3号口:华夏西路,4号口:华夏西路","2","","Exit 1:West Huaxia Rd,Exit 2:West Huaxia Rd,Exit 3:West Huaxia Rd,Exit 4:West Huaxia Rd"			
0624,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0625,"1号口:东明路,2号口:高青路 东明路","2","","Exit 1:Dongming Rd,Exit 2:Gaoqing Rd Dongming Rd"			
0625,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0625,"6号线:付费区  近2号口","1","1","Line 6:Pay Zone  Near Exit 2"			
0626,"1号口:成山路,2号口:成山路","2","","Exit 1:Chengshan Rd,Exit 2:Chengshan Rd"			
0626,"6号线:付费区  近2号口","1","1","Line 6:Pay Zone  Near Exit 2"			
0626,"6号线:直升梯  站厅-站台  往东方体育中心方向车头","3","","Line 6:Helicopter ladder  The station hall to the platform  Oriental Sports Center direction to the front of the platform"			
0627,"1号口:高科西路 东明路,2号口:东明路,3号口:东明路（未开通）,4号口:高科西路","2","","Exit 1:West Gaoke Rd Dongming Rd,Exit 2:Dongming Rd,Exit 3:Dongming RdUnavailable,Exit 4:West Gaoke Rd "			
0627,"6号线:非付费区  近4号口","1","0","Line 6:Non-paying zone  Near Exit 4"			
0627,"6号线:直升梯  地面-站厅  近1号口,6号线:直升梯  站厅-站台  往港城路方向车头","3","","Line 6:Helicopter ladder  The ground station hall  Near Exit 1,Line 6:Helicopter ladder  The station hall to the platform  Gangcheng Rd direction to the front of the platform"			
0628,"6号线:付费区  往东方体育中心方向车头","1","1","Line 6:Pay Zone  Oriental Sports Center direction to the front of the platform"			
0628,"1号口:东方路,2号口:东方路","2","","Exit 1:Dongfang Rd,Exit 2:Dongfang Rd"			
0628,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0629,"","1","",""			
0629,"1号口:东方路,2号口:东方路,3号口:东方路","2","","Exit 1:Dongfang Rd,Exit 2:Dongfang Rd,Exit 3:Dongfang Rd"			
0629,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0630,"4号线:非付费区  近2号口,6号线:付费区  站厅南端","1","1","Line 4:Non-paying zone  Near Exit 2,Line 6:Pay Zone  South station hall"			
0630,"1号口:东方路 浦东中学 浦东新区教育学院,2号口:东方路 蓝村路 上海市文建中学 易初莲花购物中心,3号口:东方路","2","","Exit 1:Dongfang Rd Pudong Middle School Pudong Education College,Exit 2:Dongfang Rd Lancun Rd Shanghai Wenjian Middle School Lotus,Exit 3:Dongfang Rd"			
0630,"6号线:直升梯  站厅-站台  往东方体育中心方向车头","3","","Line 6:Helicopter ladder  The station hall to the platform  Oriental Sports Center direction to the front of the platform"			
0631,"6号线:付费区  往东方体育中心方向车头","1","1","Line 6:Pay Zone  Oriental Sports Center direction to the front of the platform"			
0631,"1号口:浦电路 东方路,3号口:东方路,4号口:东方路 浦电路 ","2","","Exit 1:Pudian Rd Dongfang Rd,Exit 3:Dongfang Rd,Exit 4:Dongfang Rd Pudian Rd "			
0631,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0632,"1号口:世纪大道,6号口:世纪大道,7号口:世纪大道,12号口:东方路 福山路","2","","Exit 1:Century Avenue,Exit 6:Century Avenue,Exit 7:Century Avenue,Exit 12:Dongfang Rd Fushan Rd"			
0632,"6号线:直升梯  地面-站厅  近12号口  近7号口","3","","Line 6:Helicopter ladder  The ground station hall  Near Exit 12  Near Exit 7"			
0632,"2号线:付费区  往广兰路方向车尾,6号线:付费区  往港城路方向车头","1","1","Line 2:Pay Zone  Guanglan Rd direction to the rear of the platform,Line 6:Pay Zone  Gangcheng Rd direction to the front of the platform"			
0633,"6号线:直升梯  地面-站厅  近3号口,6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The ground station hall  Near Exit 3,Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0633,"1号口:源深路 张杨路,2号口:张杨路,3号口:张杨路 源深路","2","","Exit 1:Yuanshen Rd Zhangyang Rd,Exit 2:Zhangyang Rd,Exit 3:Zhangyang Rd Yuanshen Rd"			
0633,"6号线:非付费区  近2、3号口","1","0","Line 6:Non-paying zone  Near Exit 2/3"			
0634,"6号线:直升梯  地面-站厅  近1号口,6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The ground station hall  Near Exit 1,Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0634,"6号线:付费区  近2、3号口","1","1","Line 6:Pay Zone  Near Exit 2/3"			
0634,"1号口:张杨路 民生路,2号口:张杨路 民生路,3号口:张杨路","2","","Exit 1:Zhangyang Rd Minsheng Rd,Exit 2:Zhangyang Rd Minsheng Rd,Exit 3:Zhangyang Rd"			
0635,"1号口:张杨路 北洋泾路,2号口:张杨路 南洋泾路,3号口:苗圃路 张杨路","2","","Exit 1:Zhangyang Rd BeiYangjing Rd,Exit 2:Zhangyang Rd Nanyangjing Rd,Exit 3:Miaopu Rd Zhangyang Rd"			
0635,"","1","",""			
0635,"6号线:直升梯  地面-站厅  近3号口,6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The ground station hall  Near Exit 3,Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0636,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0636,"6号线:付费区  站厅中部","1","1","Line 6:Pay Zone  The central station"			
0636,"1号口:德平路,2号口:张杨路,3号口:张杨路,4号口:德平路","2","","Exit 1:Deping Rd,Exit 2:Zhangyang Rd,Exit 3:Zhangyang Rd,Exit 4:Deping Rd"			
0637,"","1","",""			
0637,"1号口:金口路,2号口:云山路,3号口:金口路,4号口:云山路","2","","Exit 1:Jinkou Rd,Exit 2:Yunshan Rd,Exit 3:Jinkou Rd,Exit 4:Yunshan Rd"			
0637,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0638,"6号线:直升梯  站厅-站台  站厅站台中部","3","","Line 6:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0638,"","1","",""			
0638,"1号口:张杨北路,2号口:金桥路,3号口:金桥路,4号口:张杨北路","2","","Exit 1:North Zhangyang Rd,Exit 2:Jinqiao Rd,Exit 3:Jinqiao Rd,Exit 4:North Zhangyang Rd"			
0639,"6号线:直升梯  地面-站厅  近1号口 近2号口","3","","Line 6:Helicopter ladder  The ground station hall  Near Exit 1  Near Exit 2"			
0639,"6号线:非付费区  近1号口","1","1","Line 6:Non-paying zone  Near Exit 1"			
0639,"1号口:张杨北路,2号口:张杨北路 博兴路","2","","Exit 1:North Zhangyang Rd,Exit 2:North Zhangyang Rd Boxing Rd"			
